#YY  MM DD hh WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2004 09 28 06 209  1.1  1.5  1.72 10.81  7.79 278 1016.8  12.7  13.2  12.2 99.0 99.00
2004 09 28 07  94  0.3  1.2  1.68 10.81  7.31 276 1016.5  12.7  13.3  12.2 99.0 99.00
2004 09 28 08  88  3.7  5.0  1.76 11.43  7.68 270 1016.7  12.3  13.2  11.8 99.0 99.00
2004 09 28 09  93  3.8  4.9  1.73 11.43  7.48 275 1016.4  12.3  13.3  11.8 99.0 99.00
2004 09 28 10  93  3.4  4.5  1.97 12.12  7.68 274 1016.2  12.0  13.2  11.5 99.0 99.00
2004 09 28 11  90  3.0  4.1  1.99 11.43  7.72 277 1016.2  12.0  12.8  11.5 99.0 99.00
2004 09 28 12  87  3.4  4.4  1.94 10.81  7.59 277 1016.2  11.8  12.6  11.3 99.0 99.00
2004 09 28 13  83  4.4  6.0  2.26 11.43  7.98 272 1015.9  11.6  12.0  11.2 99.0 99.00
2004 09 28 14  80  4.2  5.6  2.20 10.00  8.34 285 1015.9  11.7  11.2  11.2 99.0 99.00
2004 09 28 15  93  5.5  7.4  2.20 10.00  8.32 283 1016.0  12.0  11.2  11.7 99.0 99.00
2004 09 28 16  86  4.2  5.7  2.10 11.43  8.21 273 1016.3  12.3  11.7  11.8 99.0 99.00
2004 09 28 17 105  4.5  5.9  2.16  9.09  8.07 285 1016.0  12.8  12.0  11.9 99.0 99.00
2004 09 28 18  92  4.8  6.0  1.99 10.81  7.73 283 1015.7  12.6  11.9  11.4 99.0 99.00
2004 09 28 19  96  3.4  5.2  2.19 10.00  7.72 275 1015.5  12.5  11.2  11.2 99.0 99.00
2004 09 28 20  90  3.9  4.9  2.09 13.79  7.72 259 1015.2  12.6  11.1  11.2 99.0 99.00
2004 09 28 21 131  1.8  3.1  1.99 10.81  7.40 276 1015.2  12.5  11.2  11.4 99.0 99.00
2004 09 28 22 278  2.2  3.1  2.17 12.12  7.58 277 1015.0  11.4  12.0  11.3 99.0 99.00
2004 09 28 23 315  2.1  2.8  2.25 10.81  7.93 273 1014.6  13.6  12.7  12.3 99.0 99.00
2004 09 29 00 230  1.7  2.6  2.07 10.81  7.86 277 1014.4  13.5  12.6  12.9 99.0 99.00
2004 09 29 01 212  2.8  3.5  2.25 11.43  8.14 273 1014.2  13.0  12.5  12.8 99.0 99.00
2004 09 29 02 248  2.6  3.5  2.42  8.33  8.10 279 1013.7  13.1  12.0  12.1 99.0 99.00
2004 09 29 03 208  1.2  2.2  2.36  9.09  8.38 282 1013.8  12.4  11.4  11.6 99.0 99.00
2004 09 29 04 194  2.7  3.3  2.59 10.81  8.51 276 1013.7  11.8  11.0  11.2 99.0 99.00
2004 09 29 05 193  3.5  4.3  3.10 10.81  8.25 282 1013.4  11.6  10.9  11.0 99.0 99.00
2004 09 29 06 197  3.2  4.4  3.39 11.43  8.24 276 1013.5  11.5  10.7  10.9 99.0 99.00
2004 09 29 07 175  3.7  5.1  3.59  9.09  8.02 285 1013.5  11.5  10.7  10.9 99.0 99.00
2004 09 29 08 196  3.3  4.1  3.33  8.33  7.63 283 1013.7  11.8  10.6  10.8 99.0 99.00
2004 09 29 09 129  3.8  5.6  3.19 12.12  7.64 262 1013.6  11.4  11.1  10.8 99.0 99.00
2004 09 29 10 140  1.5  3.1  2.88 10.00  7.54 275 1014.1  11.5  11.2  10.9 99.0 99.00
2004 09 29 11  86  2.3  3.7  2.78 11.43  7.59 266 1014.1  11.5  11.7  10.9 99.0 99.00
2004 09 29 12  85  3.3  4.8  3.01 11.43  8.20 272 1014.5  11.4  11.7  10.8 99.0 99.00
2004 09 29 13  75  3.3  4.7  2.99 11.43  8.47 275 1014.7  11.3  11.4  10.8 99.0 99.00
2004 09 29 14  79  2.9  4.8  3.23 11.43  9.02 282 1015.1  11.1  11.2  10.6 99.0 99.00
2004 09 29 15 108  3.0  5.4  3.18 11.43  9.03 268 1015.4  10.8  11.1  10.3 99.0 99.00
2004 09 29 16  78  2.8  4.9  3.26 10.81  9.30 270 1016.0  10.7  10.9  10.2 99.0 99.00
2004 09 29 17  44  1.9  4.0  3.16 11.43  8.93 277 1016.4  10.5  10.8  10.1 99.0 99.00
2004 09 29 18  16  2.1  3.2  3.25 11.43  8.84 279 1016.5  10.8  11.2  10.5 99.0 99.00
2004 09 29 19   6  1.3  2.1  3.35 12.12  8.55 281 1016.2  11.5  11.6  11.4 99.0 99.00
2004 09 29 20 203  0.5  1.5  3.13 10.81  7.93 279 1016.3  11.7  11.7  11.4 99.0 99.00
2004 09 29 21 315  1.0  2.4  2.92 11.43  7.66 276 1016.0  11.5  11.9  11.3 99.0 99.00
2004 09 29 22 318  1.6  2.4  2.85 10.00  7.46 277 1015.8  11.3  11.9  11.1 99.0 99.00
2004 09 29 23 347  3.2  4.0  2.74  9.09  7.50 281 1015.6  11.6  11.5  11.3 99.0 99.00
2004 09 30 00 332  3.4  4.1  2.69  9.09  7.90 280 1015.6  11.7  11.4  11.4 99.0 99.00
2004 09 30 01 328  3.5  4.6  2.38 10.81  7.63 282 1015.8  11.8  11.1  11.3 99.0 99.00
2004 09 30 02 329  1.3  2.3  2.51 12.12  8.03 276 1015.7  12.1  11.1  11.1 99.0 99.00
2004 09 30 03  34  0.5  1.5  2.53 11.43  8.52 277 1015.6  12.1  11.1  11.0 99.0 99.00
2004 09 30 04  77  0.4  1.6  2.42 10.81  8.59 282 1015.8  12.2  11.1  10.7 99.0 99.00
2004 09 30 05  32  2.2  3.4  2.56 11.43  8.60 286 1015.7  11.8  10.9  10.6 99.0 99.00
2004 09 30 06  49  2.1  3.3  2.95 10.81  8.71 284 1015.9  11.3  10.5  10.6 99.0 99.00
2004 09 30 07 115  1.5  2.9  2.69 10.81  8.16 282 1015.9  10.8  10.6  10.2 99.0 99.00
2004 09 30 08 112  2.0  3.4  2.96 10.81  7.96 281 1015.9  10.8  10.7  10.3 99.0 99.00
2004 09 30 09 120  2.8  4.3  2.91 10.00  7.95 283 1015.6  10.7  10.5  10.2 99.0 99.00
2004 09 30 10 123  2.8  5.0  2.89 10.00  7.94 277 1015.1  10.4  10.5   9.8 99.0 99.00
2004 09 30 11  85  1.3  2.7  2.89 10.81  7.90 274 1015.6  10.5  10.5  10.0 99.0 99.00
2004 09 30 12  72  1.8  2.8  2.64 10.81  7.91 279 1015.6  10.7  10.4  10.2 99.0 99.00
2004 09 30 13  85  2.5  3.6  2.44 10.00  7.90 281 1016.0  10.7  10.6  10.2 99.0 99.00
2004 09 30 14 103  3.9  5.6  2.62 10.00  7.82 289 1016.5  10.8  10.7  10.3 99.0 99.00
2004 09 30 15  91  5.1  7.6  2.44 10.81  8.08 286 1016.4  11.0  10.7  10.5 99.0 99.00
2004 09 30 16  79  4.3  6.0  2.28 10.00  8.34 290 1016.1  11.1  10.3  10.7 99.0 99.00
2004 09 30 17  78  4.0  5.3  2.02 10.81  7.95 286 1016.6  11.1  10.3  10.4 99.0 99.00
2004 09 30 18 108  2.5  3.8  2.27 10.81  8.35 278 1016.9  11.2  10.5  10.6 99.0 99.00
2004 09 30 19  96  2.1  3.3  2.46 10.00  8.05 282 1016.8  11.3  10.9  10.8 99.0 99.00
2004 09 30 20  73  1.3  2.1  2.49 10.00  7.65 287 1016.6  11.5  11.2  11.0 99.0 99.00
2004 09 30 21   3  0.7  1.4  2.26 10.00  7.18 283 1016.3  11.8  11.3  11.4 99.0 99.00
2004 09 30 22   1  2.3  2.9  2.28 10.00  7.24 278 1015.9  12.3  11.4  10.9 99.0 99.00
2004 09 30 23 344  2.6  3.3  2.17 10.00  7.47 278 1015.8  11.8  11.4  11.3 99.0 99.00
2004 10 01 00 332  3.8  4.8  2.32 10.00  7.71 287 1015.6  12.1  11.4  11.3 99.0 99.00
2004 10 01 01 340  3.7  4.7  2.25  9.09  7.64 279 1015.4  12.3  11.4  11.4 99.0 99.00
2004 10 01 02 335  3.8  4.7  2.17 10.00  7.93 282 1015.6  12.4  11.1  11.2 99.0 99.00
2004 10 01 03 336  2.9  3.9  2.21 10.00  8.25 282 1015.8  12.0  10.9  11.2 99.0 99.00
2004 10 01 04 337  2.6  3.4  2.42 10.00  8.43 279 1016.1  11.6  11.3  11.0 99.0 99.00
2004 10 01 05  23  1.2  2.3  2.22 10.00  8.47 280 1016.2  11.4  10.8  10.8 99.0 99.00
2004 10 01 06 160  1.6  2.9  2.18 10.00  8.16 282 1016.5  11.1  11.1  10.6 99.0 99.00
2004 10 01 07  92  4.1  5.1  2.31 10.00  7.94 278 1016.4  12.1  10.9  10.3 99.0 99.00
2004 10 01 08  82  6.2  8.4  2.20 10.00  7.58 282 1016.5  11.9  10.2   9.8 99.0 99.00
2004 10 01 09 107  3.1  4.2  1.91  9.09  7.09 285 1016.7  11.0  10.7  10.3 99.0 99.00
2004 10 01 10  85  4.0  5.2  1.98  9.09  7.26 281 1016.8  11.2  10.7   9.7 99.0 99.00
2004 10 01 11  93  5.8  7.2  1.90  9.09  6.91 292 1016.8  11.6  10.6   9.0 99.0 99.00
2004 10 01 12  85  4.5  5.5  1.83 10.00  7.19 291 1017.3  11.5  10.5   9.1 99.0 99.00
2004 10 01 13  90  3.3  4.1  1.58  9.09  6.96 294 1017.5  11.3  10.5   9.2 99.0 99.00
2004 10 01 14  50  3.7  4.5  1.68  9.09  7.37 284 1017.8  11.4  10.5   8.8 99.0 99.00
2004 10 01 15  41  1.9  2.9  1.75  9.09  7.38 289 1018.1  11.9  10.6   8.5 99.0 99.00
2004 10 01 16  81  4.5  5.7  1.52  9.09  6.92 283 1018.2  11.7  10.5   8.6 99.0 99.00
2004 10 01 17  68  5.5  6.9  1.61  9.09  7.28 276 1018.2  13.3  10.4   7.5 99.0 99.00
2004 10 01 18  78  7.4  8.4  1.65  9.09  7.44 282 1018.2  13.2  10.8   7.7 99.0 99.00
2004 10 01 19  80  6.0  7.0  1.48  9.09  7.33 286 1018.1  13.2  10.8   8.0 99.0 99.00
2004 10 01 20  78  5.9  7.1  1.41  9.09  6.96 284 1017.8  12.6  10.8   8.8 99.0 99.00
2004 10 01 21  85  7.0  8.7  1.36  9.09  6.44 291 1017.6  13.1  10.5   8.0 99.0 99.00
2004 10 01 22  80  6.8  8.0  1.30  9.09  6.21 277 1017.4  12.9  10.3   8.3 99.0 99.00
2004 10 01 23  60  5.0  5.8  1.31  8.33  6.92 283 1017.3  13.0  10.4   8.4 99.0 99.00
2004 10 02 00  60  6.1  7.6  1.15  8.33  6.85 286 1016.9  13.6  10.6   7.9 99.0 99.00
2004 10 02 01  60  5.8  7.1  1.17  9.09  6.77 276 1017.1  14.4  10.7   7.2 99.0 99.00
2004 10 02 02  60  5.3  6.3  1.23  9.09  6.98 281 1017.1  14.5  10.6   7.0 99.0 99.00
2004 10 02 03  73  3.6  4.5  1.23  9.09  7.10 284 1017.5  14.0  10.5   7.7 99.0 99.00
2004 10 02 04  71  3.5  4.3  1.11  9.09  7.05 286 1017.6  12.8  10.4   9.0 99.0 99.00
2004 10 02 05  68  5.9  7.1  1.10  9.09  7.32 282 1017.6  13.2  10.3   8.3 99.0 99.00
2004 10 02 06  60  3.7  4.7  1.11  8.33  7.08 287 1017.9  12.2  10.3   8.6 99.0 99.00
2004 10 02 07  53  3.8  4.5  1.13  9.09  7.05 282 1017.9  11.9  10.1   8.4 99.0 99.00
2004 10 02 08  67  3.5  4.3  1.14  8.33  6.83 284 1017.9  11.3  10.1   8.5 99.0 99.00
2004 10 02 09  82  4.0  4.7  1.09  8.33  6.39 285 1018.1  11.2  10.1   8.2 99.0 99.00
2004 10 02 10  96  5.4  6.6  1.18  9.09  6.57 291 1018.4  11.2  10.0   7.7 99.0 99.00
2004 10 02 11  84  5.0  5.7  1.18  9.09  6.43 290 1018.3  11.3   9.9   8.1 99.0 99.00
2004 10 02 12  82  4.5  5.4  1.05  9.09  6.29 288 1018.5  11.5  10.0   7.2 99.0 99.00
2004 10 02 13  90  5.0  5.9  1.05  8.33  6.72 273 1018.8  11.1  10.0   7.2 99.0 99.00
2004 10 02 14  98  5.2  6.2  1.10  9.09  6.94 286 1018.9  10.9  10.0   7.3 99.0 99.00
2004 10 02 15  95  4.9  5.9  1.15 13.79  7.03 245 1019.4  10.8  10.1   7.7 99.0 99.00
2004 10 02 16  98  5.7  6.8  1.10 13.79  6.84 267 1019.9  10.9  10.1   7.4 99.0 99.00
2004 10 02 17  90  4.6  5.5  1.07 12.90  7.55 262 1020.0  11.1  10.2   7.8 99.0 99.00
2004 10 02 18  85  4.1  4.8  1.17 13.79  7.84 253 1020.2  11.3  10.3   8.3 99.0 99.00
2004 10 02 19 116  2.9  3.9  1.15 12.90  8.13 269 1020.3  11.5  10.5   8.9 99.0 99.00
2004 10 02 20 157  1.2  1.7  1.20 10.81  8.48 281 1020.4  11.5  10.6   9.5 99.0 99.00
2004 10 02 21 175  2.5  3.0  1.15 12.12  7.51 277 1020.3  11.2  10.7   9.3 99.0 99.00
2004 10 02 22 144  2.0  2.5  1.13 12.90  8.14 275 1019.9  11.8  11.0   9.3 99.0 99.00
2004 10 02 23 190  0.8  1.0  0.88 12.90  7.99 259 1019.7  13.9  11.2   8.8 99.0 99.00
2004 10 03 00 211  0.5  0.8  0.99 11.43  7.82 269 1019.6  14.2  11.3   9.9 99.0 99.00
2004 10 03 01 259  0.6  1.7  0.99 12.12  8.03 277 1019.5  13.5  10.7  11.0 99.0 99.00
2004 10 03 02 180  0.0  0.2  0.97 12.12  7.60 283 1019.4  12.3  11.0   9.5 99.0 99.00
2004 10 03 03 279  0.5  1.1  0.98 12.12  7.95 278 1019.7  12.1  10.3  10.9 99.0 99.00
2004 10 03 04 238  1.4  1.8  1.03 12.12  8.28 279 1020.0  11.3  10.2  10.8 99.0 99.00
2004 10 03 05 220  3.4  4.1  0.98 12.12  8.30 278 1020.4  11.7  10.3  11.2 99.0 99.00
2004 10 03 06 219  3.5  4.9  0.98 12.12  8.45 272 1020.6  11.2  10.3  10.6 99.0 99.00
2004 10 03 07 243  1.8  2.3  1.01 11.43  8.55 275 1021.1  11.2  10.3  10.7 99.0 99.00
2004 10 03 08 232  2.6  3.4  1.00 11.43  7.87 285 1021.1  11.5  10.6  10.9 99.0 99.00
2004 10 03 09 227  2.4  3.5  1.00 10.81  7.91 282 1021.4  11.2  10.3  10.7 99.0 99.00
2004 10 03 10 258  1.5  2.2  0.97 11.43  7.47 281 1021.4  11.2  10.2  10.6 99.0 99.00
2004 10 03 11 327  1.8  2.3  1.01 10.81  7.59 281 1021.3  11.2  10.1  10.7 99.0 99.00
2004 10 03 12 351  1.6  2.1  0.84 11.43  6.91 274 1021.1  10.8  10.1  10.3 99.0 99.00
2004 10 03 13 337  1.2  1.8  0.91 10.81  7.60 284 1021.1  10.7  10.1  10.2 99.0 99.00
2004 10 03 14 358  1.6  2.3  0.86 11.43  7.30 273 1021.3  10.5  10.1  10.0 99.0 99.00
2004 10 03 15  26  1.9  2.3  0.88 10.00  7.81 283 1021.5  10.4  10.1   9.9 99.0 99.00
2004 10 03 16  43  1.5  1.9  0.87 10.00  8.12 275 1022.0  10.2  10.2   9.7 99.0 99.00
2004 10 03 17   8  2.3  2.8  0.83 11.43  7.75 272 1022.2  10.1  10.1   9.6 99.0 99.00
2004 10 03 18   1  2.5  3.0  0.74 10.00  8.36 278 1022.4   9.9  10.3   9.5 99.0 99.00
2004 10 03 19  14  2.0  2.3  0.76 14.81  7.93 219 1022.3  10.4  10.3  10.1 99.0 99.00
2004 10 03 20  20  1.2  1.4  0.70 14.81  8.53 218 1022.3  10.7  10.4  10.4 99.0 99.00
2004 10 03 21 360  0.9  1.3  0.68 14.81  8.58 224 1021.8  11.1  10.6  10.7 99.0 99.00
2004 10 03 22 313  1.3  1.6  0.59 13.79  7.43 221 1021.6  11.1  10.5  10.7 99.0 99.00
2004 10 03 23   6  1.8  2.1  0.55 14.81  8.34 223 1021.1  11.5  10.4  11.0 99.0 99.00
2004 10 04 00 332  1.5  1.8  0.57 14.81  8.62 230 1020.8  11.6  10.8  11.2 99.0 99.00
2004 10 04 01 305  1.5  2.0  0.62 14.81  8.59 230 1020.5  11.5  10.7  11.1 99.0 99.00
2004 10 04 02 307  1.9  2.4  0.64 14.81  8.57 218 1020.4  11.1  10.6  10.6 99.0 99.00
2004 10 04 03 320  1.7  2.0  0.62 13.79  8.70 220 1020.6  10.8  10.6  10.2 99.0 99.00
2004 10 04 04 295  2.2  3.2  0.63 13.79  8.71 231 1020.8  11.3  10.5  10.7 99.0 99.00
2004 10 04 05 301  2.5  3.1  0.60 14.81  9.18 226 1020.9  11.0  10.6  10.5 99.0 99.00
2004 10 04 06 316  1.4  2.1  0.56 13.79  9.16 225 1020.7  10.5  10.8  10.0 99.0 99.00
2004 10 04 07 249  1.5  2.3  0.57 13.79  8.36 227 1021.0   9.6  10.8   9.0 99.0 99.00
2004 10 04 08 263  2.0  2.8  0.60 14.81  8.99 226 1020.9   9.2  10.6   8.7 99.0 99.00
2004 10 04 09 252  2.0  2.6  0.61 14.81  9.15 219 1021.0   9.7  10.6   9.2 99.0 99.00
2004 10 04 10 286  1.7  2.5  0.65 13.79  8.57 237 1021.0  10.2  10.5   9.7 99.0 99.00
2004 10 04 11 296  1.8  2.3  0.59 13.79  8.11 238 1020.6  10.4  10.5   9.8 99.0 99.00
2004 10 04 12 332  1.5  2.0  0.65 13.79  8.16 228 1020.4  10.3  10.4   9.8 99.0 99.00
2004 10 04 13 334  0.7  0.9  0.69 13.79  7.48 225 1020.3  10.1  10.3   9.6 99.0 99.00
2004 10 04 14 284  0.1  0.4  0.63 13.79  7.92 241 1020.3  10.1  10.4   9.6 99.0 99.00
2004 10 04 15  53  0.9  1.4  0.65 13.79  8.32 252 1020.4   9.4  10.4   8.8 99.0 99.00
2004 10 04 16  79  0.3  0.6  0.62 13.79  7.88 230 1020.5   9.3  10.4   8.8 99.0 99.00
2004 10 04 17 102  0.3  0.7  0.70 12.90  9.24 262 1020.4   9.7  10.4   9.2 99.0 99.00
2004 10 04 18 359  0.2  0.6  0.73 13.79  9.11 230 1020.4  10.0  10.5   9.7 99.0 99.00
2004 10 04 19 273  1.7  2.5  0.88 12.12  8.99 269 1020.5   9.8  10.4   9.5 99.0 99.00
2004 10 04 20 273  2.0  3.0  0.93 12.12  9.66 268 1019.9  10.0  10.6   9.7 99.0 99.00
2004 10 04 21 284  1.5  2.2  0.96 11.43  9.79 276 1019.6  10.1  10.5   9.7 99.0 99.00
2004 10 04 22 288  1.6  2.5  0.89 12.12  9.39 281 1019.4  10.1  10.3   9.8 99.0 99.00
2004 10 04 23 305  1.6  2.2  0.88 10.81  8.67 274 1018.9  10.2  11.7   9.8 99.0 99.00
2004 10 05 00 297  2.8  3.6  0.90 10.81  9.45 275 1018.3  10.6  12.4  10.2 99.0 99.00
2004 10 05 01 314  2.8  3.6  0.93 12.12  9.50 271 1017.8   9.7  12.0   9.2 99.0 99.00
2004 10 05 02 260  1.1  1.8  0.91 10.81  9.70 279 1017.0   8.9  11.5   8.3 99.0 99.00
2004 10 05 03 261  1.9  2.5  0.78 10.81  8.71 274 1017.0   9.7  11.1   9.2 99.0 99.00
2004 10 05 04 345  1.1  2.0  0.90 12.12  9.62 268 1017.1   8.5  10.8   8.0 99.0 99.00
2004 10 05 05 246  0.8  1.6  0.84 10.81  9.53 272 1017.0   9.0  10.6   8.4 99.0 99.00
2004 10 05 06 180  0.1  0.3  0.85 10.00  8.75 268 1016.7   9.7  10.6   9.1 99.0 99.00
2004 10 05 07  69  1.0  1.4  0.85 11.43  9.51 273 1016.4   9.6  10.4   9.1 99.0 99.00
2004 10 05 08 126  0.8  1.5  0.94 10.00  9.43 273 1016.2   9.6  10.5   9.0 99.0 99.00
2004 10 05 09 105  2.0  2.6  0.93 11.43  9.55 268 1015.9   9.7  10.5   9.1 99.0 99.00
2004 10 05 10  97  2.6  3.6  0.98 12.12  8.08 260 1015.9   9.7  10.4   9.1 99.0 99.00
2004 10 05 11  85  5.8  6.8  0.94 12.12  8.19 265 1015.3   9.6  10.5   8.9 99.0 99.00
2004 10 05 12  94  5.3  6.7  0.95 11.43  7.28 270 1014.6  10.0  10.8   9.4 99.0 99.00
2004 10 05 13  97  6.5  7.8  0.92 12.12  8.11 272 1013.8  10.0  10.7   9.5 99.0 99.00
2004 10 05 14  93  6.9  8.1  0.89 11.43  7.18 278 1013.4  10.2  10.7   9.6 99.0 99.00
2004 10 05 15  87  5.8  7.1  0.98 11.43  6.94 263 1013.6  10.3  10.7   9.8 99.0 99.00
2004 10 05 16  88  5.8  7.0  0.83 11.43  7.06 262 1013.8  10.3  10.7   9.8 99.0 99.00
2004 10 05 17  82  5.3  6.2  0.85 10.81  6.98 259 1013.8  10.2  10.6   9.6 99.0 99.00
2004 10 05 18  90  6.2  7.5  0.82 10.81  7.22 262 1013.3  10.4  10.5   9.9 99.0 99.00
2004 10 05 19  90  5.6  7.0  0.97 10.81  7.15 263 1013.0  10.4  10.3   9.9 99.0 99.00
2004 10 05 20 109  5.3  7.1  0.99 10.81  6.60 261 1012.6  10.5  10.2   9.9 99.0 99.00
2004 10 05 21  97  5.4  7.0  1.33  9.09  6.29 269 1012.0  10.7  10.0  10.2 99.0 99.00
2004 10 05 22 109  5.1  7.7  1.51  7.69  6.07 250 1011.4  12.0   9.8  11.5 99.0 99.00
2004 10 05 23 190  6.9  9.3  1.87  7.14  5.70 235 1011.7  13.4  10.3  12.9 99.0 99.00
2004 10 06 00 190  9.8 12.2  2.31  6.67  5.80 224 1011.3  13.9  10.3  13.4 99.0 99.00
2004 10 06 01 185  8.4 10.7  2.40  8.33  5.83 235 1011.1  13.7  10.7  13.2 99.0 99.00
2004 10 06 02 188  7.8  9.1  2.24  7.69  6.11 242 1011.0  13.6  11.1  13.2 99.0 99.00
2004 10 06 03 182  8.2  9.5  1.96  7.69  6.09 228 1010.6  14.2  11.4  13.8 99.0 99.00
2004 10 06 04 166  6.8  8.5  2.07  8.33  6.45 228 1010.3  14.8  12.3  14.4 99.0 99.00
2004 10 06 05 164  6.1  7.6  1.92  9.09  6.59 238 1010.0  14.9  12.4  14.4 99.0 99.00
2004 10 06 06 327  2.4  3.5  1.82  8.33  6.73 232 1011.4  11.4  10.5  10.9 99.0 99.00
2004 10 06 07 112  0.7  1.5  1.64  8.33  6.97 223 1011.5  11.1  10.5  10.5 99.0 99.00
2004 10 06 08 161  2.6  3.0  1.64  9.09  7.06 243 1011.1  10.9  10.6  10.4 99.0 99.00
2004 10 06 09 203  2.1  2.7  1.66  8.33  7.15 226 1011.8  11.1  10.7  10.6 99.0 99.00
2004 10 06 10 216  2.2  2.8  1.75  8.33  7.30 237 1011.7  11.2  10.6  10.6 99.0 99.00
2004 10 06 11 294  0.8  1.5  1.86  8.33  7.13 239 1012.0  11.5  10.5  11.0 99.0 99.00
2004 10 06 12 287  0.3  0.7  1.97  9.09  6.99 260 1012.2  11.3  10.6  10.8 99.0 99.00
2004 10 06 13  10  0.6  1.4  1.90  8.33  6.39 253 1012.4  11.4  10.6  10.9 99.0 99.00
2004 10 06 14 198  2.7  3.3  2.05  7.69  6.45 235 1013.0  11.7  10.6  11.1 99.0 99.00
2004 10 06 15  80  1.1  2.3  2.25  8.33  6.51 247 1013.4  11.7  10.7  11.1 99.0 99.00
2004 10 06 16 113  2.2  3.1  1.93  8.33  6.29 243 1014.1  11.0  10.6  10.6 99.0 99.00
2004 10 06 17 107  3.4  4.3  1.72  9.09  6.28 251 1014.8  11.1  10.7  10.7 99.0 99.00
2004 10 06 18 107  3.2  4.5  1.56  8.33  6.82 230 1015.1  11.5  11.6  11.1 99.0 99.00
2004 10 06 19 109  2.8  3.8  1.52  8.33  6.91 242 1015.6  12.3  11.8  11.6 99.0 99.00
2004 10 06 20 188  5.6  7.0  1.32 10.00  6.40 257 1016.0  13.5  13.2  12.4 99.0 99.00
2004 10 06 21 192  6.3  7.5  1.53  9.09  7.09 248 1016.4  12.7  13.2  12.0 99.0 99.00
2004 10 06 22 188  6.3  7.6  1.67 10.81  7.57 261 1016.6  12.6  13.1  11.9 99.0 99.00
2004 10 06 23 201  4.4  4.9  2.35 11.43  8.90 269 1017.1  13.6  13.1  11.6 99.0 99.00
2004 10 07 00 144  1.1  2.4  2.68 11.43  9.26 271 1016.9  13.5  13.1  11.8 99.0 99.00
2004 10 07 01  97  3.1  4.4  2.86 12.12  9.15 274 1016.8  12.8  13.1  11.6 99.0 99.00
2004 10 07 02 122  4.1  6.3  2.85 11.43  9.32 274 1016.8  12.5  13.0  11.4 99.0 99.00
2004 10 07 03 126  3.7  5.4  3.43 12.12  9.75 273 1017.2  12.9  13.0  11.1 99.0 99.00
2004 10 07 04  87  2.4  4.7  3.40 12.90  9.48 272 1017.5  13.0  13.0  11.4 99.0 99.00
2004 10 07 05  86  4.8  6.5  3.47 13.79  9.49 278 1017.7  11.7  13.0  11.1 99.0 99.00
2004 10 07 06  91  3.4  5.7  3.96 14.81  9.94 273 1018.5  11.6  13.1  11.1 99.0 99.00
2004 10 07 07  83  2.9  5.9  4.00 14.81  9.79 274 1018.9  11.7  13.0  11.2 99.0 99.00
2004 10 07 08 104  3.5  6.0  3.93 13.79  9.73 273 1018.7  11.5  13.0  11.0 99.0 99.00
2004 10 07 09  84  5.3  7.3  3.77 12.90  9.79 274 1018.5  10.9  12.7  10.4 99.0 99.00
2004 10 07 10  68  2.5  4.3  4.15 14.81 10.31 258 1019.0  10.8  10.7  10.3 99.0 99.00
2004 10 07 11 102  2.6  5.0  3.77 14.81  9.94 256 1019.1  10.8  10.7  10.1 99.0 99.00
2004 10 07 12  80  5.8  8.3  3.87 14.81  9.87 260 1018.6  11.0  10.7  10.0 99.0 99.00
2004 10 07 13  85  6.9  9.3  3.85 14.81  9.66 267 1018.5  10.9  10.7   9.8 99.0 99.00
2004 10 07 14  87  7.0  9.4  3.75 14.81  9.57 267 1018.1  10.6  10.7   9.7 99.0 99.00
2004 10 07 15  92  6.6  9.3  3.65 13.79  9.67 265 1018.8  10.4  10.6   9.3 99.0 99.00
2004 10 07 16  89  6.5  9.8  3.42 13.79  9.77 265 1019.1  10.1  10.6   9.6 99.0 99.00
2004 10 07 17  89  6.6  8.8  3.80 14.81 10.39 260 1018.9  10.5  10.5   9.8 99.0 99.00
2004 10 07 18  98  6.1  9.0  3.40 13.79 10.10 269 1018.5  10.8  10.6   9.9 99.0 99.00
2004 10 07 19 121  6.2  8.4  3.71 14.81 10.63 257 1018.1  10.6  10.5   9.7 99.0 99.00
2004 10 07 20 103  7.1  8.7  3.35 12.12 10.00 260 1017.2  10.8  10.5  10.1 99.0 99.00
2004 10 07 21  96  6.1  8.0  3.18 12.12  9.88 260 1016.3  11.1  10.6  10.2 99.0 99.00
2004 10 07 22  87  7.5  9.6  2.76 14.81  9.16 257 1015.6  11.3  12.5  10.4 99.0 99.00
2004 10 07 23  86  8.5 10.7  2.51 14.81  8.35 265 1014.7  11.2  12.8  10.8 99.0 99.00
2004 10 08 00  85  6.5  8.5  2.61 14.81  8.47 261 1014.2  11.5  12.7  11.0 99.0 99.00
2004 10 08 01  89  7.2  9.0  2.39 13.79  7.99 258 1013.6  12.1  12.7  11.1 99.0 99.00
2004 10 08 02  96  6.8  8.8  2.15 14.81  7.44 262 1013.2  12.2  12.9  11.0 99.0 99.00
2004 10 08 03 103  6.6  8.7  2.17 13.79  8.14 263 1012.7  12.5  12.9  11.0 99.0 99.00
2004 10 08 04  85  7.1  8.9  1.92 13.79  7.73 273 1011.9  11.7  13.0  10.9 99.0 99.00
