#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2020 08 06 14 20 230  4.1  4.7  1.28  9.09  6.08 280 1011.9  12.5  11.6 999.0 99.0 99.00
2020 08 06 14 50 225  3.2  3.7  1.30  9.09  6.25 282 1012.1  12.5  11.6 999.0 99.0 99.00
2020 08 06 15 20 221  2.6  3.1  1.29  9.09  6.45 283 1012.4  12.4  11.6 999.0 99.0 99.00
2020 08 06 15 50 249  3.2  4.2  1.34  9.09  6.69 284 1012.7  12.9  11.7 999.0 99.0 99.00
2020 08 06 16 20 252  3.5  4.1  1.28  9.09  6.72 284 1012.9  12.7  11.7 999.0 99.0 99.00
2020 08 06 16 50 256  4.3  5.4  1.28  8.33  6.59 272 1013.0  12.9  11.6 999.0 99.0 99.00
2020 08 06 17 20 251  4.1  4.8  1.38  8.33  6.45 292 1013.3  13.0  11.7 999.0 99.0 99.00
2020 08 06 17 50 257  4.7  5.8  1.33  9.09  6.63 282 1013.7  13.2  11.7 999.0 99.0 99.00
2020 08 06 18 20 248  4.5  5.1  1.29  8.33  6.38 292 1013.9  13.1  11.8 999.0 99.0 99.00
2020 08 06 18 50 232  4.1  4.7  1.51  8.33  6.47 288 1014.2  12.9  11.9 999.0 99.0 99.00
2020 08 06 19 20 225  3.9  4.7  1.56  8.33  6.43 285 1014.5  12.8  12.0 999.0 99.0 99.00
2020 08 06 19 50 243  4.1  4.7  1.48  6.67  6.15 273 1014.7  13.0  12.0 999.0 99.0 99.00
2020 08 06 20 20 236  4.0  4.6  1.60  8.33  6.05 282 1015.0  13.0  12.0 999.0 99.0 99.00
2020 08 06 20 50 231  4.2  4.8  1.64  7.14  5.81 289 1015.3  13.0  12.1 999.0 99.0 99.00
2020 08 06 21 20 244  4.7  5.5  1.61  7.14  5.61 283 1015.6  13.2  12.2 999.0 99.0 99.00
2020 08 06 21 50 243  5.2  6.0  1.51  6.67  5.82 284 1015.9  13.2  12.0 999.0 99.0 99.00
2020 08 06 22 20 238  4.8  5.7  1.57  6.25  5.57 280 1016.0  13.1  11.9 999.0 99.0 99.00
2020 08 06 22 50 230  4.9  5.4  1.48  6.25  5.55 282 1016.2  13.2  11.9 999.0 99.0 99.00
2020 08 06 23 20 237  5.9  6.9  1.63  5.88  5.63 270 1016.3  13.3  11.8 999.0 99.0 99.00
2020 08 06 23 50 237  5.3  6.0  1.37  6.67  5.58 274 1016.6  13.6  12.1 999.0 99.0 99.00
2020 08 07 00 20 236  4.4  5.0  1.37  6.25  5.46 258 1016.9  13.5  12.3 999.0 99.0 99.00
2020 08 07 00 50 243  3.5  5.0  1.38  5.88  5.73 265 1017.2  13.6  12.3 999.0 99.0 99.00
2020 08 07 01 20 235  3.0  3.7  1.30  6.25  5.87 257 1017.4  13.5  12.3 999.0 99.0 99.00
2020 08 07 01 50 247  3.3  3.8  1.33  8.33  6.22 269 1017.4  13.8  12.4 999.0 99.0 99.00
2020 08 07 02 20 232  3.6  4.5  1.43  6.67  6.14 268 1017.4  13.3  12.3 999.0 99.0 99.00
2020 08 07 02 50 241  4.4  5.4  1.43  6.67  6.40 267 1017.6  13.8  12.3 999.0 99.0 99.00
2020 08 07 03 20 228  4.9  5.4  1.54  6.67  6.55 266 1017.8  13.6  12.3 999.0 99.0 99.00
2020 08 07 03 50 244  4.7  5.4  1.52  9.09  6.78 289 1018.0  13.4  12.2 999.0 99.0 99.00
2020 08 07 04 20 240  4.1  4.7  1.47 10.00  6.66 293 1018.2  13.2  12.3 999.0 99.0 99.00
2020 08 07 04 50 249  3.9  4.6  1.45 10.81  6.93 294 1018.6  13.3  12.1 999.0 99.0 99.00
2020 08 07 05 20 328  2.3  4.9  1.46 10.00  7.42 292 1018.8  13.5  11.8 999.0 99.0 99.00
2020 08 07 05 50 272  3.9  5.7  1.50 10.81  7.26 288 1019.0  13.7  11.7 999.0 99.0 99.00
2020 08 07 06 20 269  3.8  5.1  1.84  9.09  7.71 280 1019.0  13.6  11.6 999.0 99.0 99.00
2020 08 07 06 50 272  3.3  4.2  1.84 10.81  7.93 278 1019.3  13.2  11.4 999.0 99.0 99.00
2020 08 07 07 20 231  2.1  2.7  2.05 10.00  8.14 280 1019.4  12.3  11.4 999.0 99.0 99.00
2020 08 07 07 50 207  1.3  1.7  2.08 11.43  8.02 271 1019.3  12.0  11.4 999.0 99.0 99.00
2020 08 07 08 20 192  3.1  3.5  1.90 11.43  7.84 282 1019.6  12.0  11.4 999.0 99.0 99.00
2020 08 07 08 50 208  3.9  4.3  2.00 10.00  7.87 288 1019.7  12.6  11.4 999.0 99.0 99.00
2020 08 07 09 20 217  3.4  4.1  1.93 10.00  7.33 290 1019.8  12.5  11.4 999.0 99.0 99.00
2020 08 07 09 50 221  2.9  3.7  1.93  9.09  7.15 281 1020.0  12.6  11.3 999.0 99.0 99.00
2020 08 07 10 20 217  2.3  3.8  1.93 10.81  7.07 280 1020.3  13.0  11.3 999.0 99.0 99.00
2020 08 07 10 50 270  1.1  1.9  1.71  9.09  6.75 290 1020.3  12.9  11.3 999.0 99.0 99.00
2020 08 07 11 20 340  0.2  1.0  1.93 10.00  6.99 274 1020.3  12.7  11.3 999.0 99.0 99.00
2020 08 07 11 50 197  0.1  0.5  1.88  7.69  6.77 271 1020.4  12.8  11.2 999.0 99.0 99.00
2020 08 07 12 20  78  0.9  1.6  1.80 10.00  7.15 269 1020.5  12.8  11.4 999.0 99.0 99.00
2020 08 07 12 50 134  0.5  1.3  1.87 11.43  7.33 266 1020.5  12.8  11.4 999.0 99.0 99.00
2020 08 07 13 20 103  2.1  3.1  1.98  9.09  7.48 282 1020.6  12.0  11.4 999.0 99.0 99.00
2020 08 07 13 50 112  1.4  2.5  1.90 10.81  7.62 276 1021.1  11.8  11.4 999.0 99.0 99.00
2020 08 07 14 20 102  1.4  2.7  1.95 11.43  7.92 278 1021.2  12.1  11.5 999.0 99.0 99.00
2020 08 07 14 50  90  2.2  3.7  1.93 10.00  7.67 282 1021.3  12.0  11.6 999.0 99.0 99.00
2020 08 07 15 20 110  2.3  3.7  2.23 10.81  8.26 279 1021.6  12.0  11.7 999.0 99.0 99.00
2020 08 07 15 50 110  2.7  4.7  2.02 10.81  8.12 277 1021.8  12.4  11.8 999.0 99.0 99.00
2020 08 07 16 20 102  2.8  4.1  2.00 10.81  7.99 277 1021.9  12.7  11.8 999.0 99.0 99.00
2020 08 07 16 50  94  3.1  4.2  1.98 10.81  8.12 278 1022.1  12.6  11.9 999.0 99.0 99.00
2020 08 07 17 20 107  2.1  3.3  2.06 10.81  8.39 271 1022.2  12.8  12.0 999.0 99.0 99.00
2020 08 07 17 50 100  2.6  4.0  2.09 10.00  8.14 292 1022.4  12.8  11.8 999.0 99.0 99.00
2020 08 07 18 20 126  2.3  4.1  1.84  9.09  7.80 292 1022.3  12.9  11.7 999.0 99.0 99.00
2020 08 07 18 50 148  1.5  2.5  1.99 10.00  8.29 281 1022.3  13.0  11.7 999.0 99.0 99.00
2020 08 07 19 20 107  2.2  3.8  2.21 10.00  8.18 282 1022.2  13.2  11.8 999.0 99.0 99.00
2020 08 07 19 50  98  2.2  3.5  1.94 10.81  7.73 288 1022.1  13.4  11.9 999.0 99.0 99.00
2020 08 07 20 20 103  0.3  1.6  2.10 10.81  7.90 288 1022.1  14.0  11.9 999.0 99.0 99.00
2020 08 07 20 50  94  0.3  1.1  2.14 10.00  7.74 284 1022.1  14.1  11.9 999.0 99.0 99.00
2020 08 07 21 20  83  0.3  1.1  2.03 10.00  7.27 286 1022.0  13.9  11.8 999.0 99.0 99.00
2020 08 07 21 50 103  0.2  1.3  1.91 10.00  7.11 284 1022.1  13.7  12.0 999.0 99.0 99.00
2020 08 07 22 20 187  2.6  4.1  2.05 10.00  7.22 283 1022.1  14.6  12.0 999.0 99.0 99.00
2020 08 07 22 50 166  1.9  2.9  1.90 10.00  6.81 280 1022.0  14.4  12.0 999.0 99.0 99.00
2020 08 07 23 20 135  1.1  2.0  1.97 10.00  7.06 287 1021.9  13.9  11.9 999.0 99.0 99.00
2020 08 07 23 50 125  1.6  2.8  1.62  9.09  6.66 280 1021.8  14.4  11.8 999.0 99.0 99.00
2020 08 08 00 20  64  2.2  3.5  1.62 10.00  7.02 285 1021.6  13.7  11.9 999.0 99.0 99.00
2020 08 08 00 50  58  2.8  3.8  1.53 10.00  6.99 271 1021.3  13.3  12.2 999.0 99.0 99.00
2020 08 08 01 20  62  2.6  3.5  1.52  9.09  7.19 284 1021.1  12.9  12.0 999.0 99.0 99.00
2020 08 08 01 50  67  3.2  4.1  1.47 10.00  7.42 271 1021.0  12.9  11.8 999.0 99.0 99.00
2020 08 08 02 20  84  3.9  4.9  1.52  9.09  7.43 285 1020.7  12.9  11.6 999.0 99.0 99.00
2020 08 08 02 50 107  3.5  4.6  1.42  9.09  7.05 275 1020.7  13.1  11.5 999.0 99.0 99.00
2020 08 08 03 20 125  2.5  3.5  1.49  8.33  7.37 277 1020.8  12.4  11.5 999.0 99.0 99.00
2020 08 08 03 50 104  3.5  4.6  1.44 10.00  7.15 278 1020.8  12.6  11.5 999.0 99.0 99.00
2020 08 08 04 20  78  3.5  4.5  1.43 10.00  7.27 276 1021.0  12.5  11.5 999.0 99.0 99.00
2020 08 08 04 50  82  1.9  3.0  1.69 10.00  7.70 273 1021.1  12.6  11.7 999.0 99.0 99.00
2020 08 08 05 20  79  2.3  3.8  1.70 10.00  7.70 267 1021.0  12.5  11.7 999.0 99.0 99.00
2020 08 08 05 50 103  2.7  3.4  1.43 10.00  7.70 258 1021.0  12.5  11.7 999.0 99.0 99.00
2020 08 08 06 20  74  2.6  3.2  1.30 10.81  7.19 263 1020.9  12.5  11.9 999.0 99.0 99.00
2020 08 08 06 50  76  3.4  4.2  1.45 10.00  7.08 271 1020.9  12.7  11.9 999.0 99.0 99.00
2020 08 08 07 20  87  2.6  3.5  1.49  8.33  6.94 276 1020.9  12.5  12.0 999.0 99.0 99.00
2020 08 08 07 50  88  2.4  3.3  1.42 10.00  7.00 275 1020.9  12.6  12.0 999.0 99.0 99.00
2020 08 08 08 20  89  2.4  3.1  1.62  8.33  7.01 278 1021.0  12.6  11.9 999.0 99.0 99.00
2020 08 08 08 50 103  1.4  2.4  1.54  7.14  6.60 277 1020.9  12.4  11.8 999.0 99.0 99.00
2020 08 08 09 20  97  2.4  3.4  1.54  7.14  6.76 275 1020.8  12.5  11.8 999.0 99.0 99.00
2020 08 08 09 50  82  1.0  2.0  1.52  8.33  6.73 277 1020.9  12.4  11.7 999.0 99.0 99.00
2020 08 08 10 20  83  1.2  2.1  1.47  7.14  6.46 284 1021.0  12.5  11.7 999.0 99.0 99.00
2020 08 08 10 50 134  0.9  1.9  1.62  9.09  6.70 278 1021.2  12.5  11.7 999.0 99.0 99.00
2020 08 08 11 20 154  1.6  2.3  1.56  9.09  6.59 277 1021.2  12.2  11.7 999.0 99.0 99.00
2020 08 08 11 50 138  0.7  1.3  1.59  9.09  6.68 272 1021.4  12.4  11.7 999.0 99.0 99.00
2020 08 08 12 20 156  0.2  0.7  1.51  9.09  6.28 268 1021.5  12.4  11.8 999.0 99.0 99.00
2020 08 08 12 50 197  0.1  0.5  1.44  9.09  6.45 272 1021.6  12.2  11.7 999.0 99.0 99.00
2020 08 08 13 20 302  0.2  0.6  1.57  9.09  6.69 277 1022.1  12.3  11.7 999.0 99.0 99.00
2020 08 08 13 50 248  1.4  2.5  1.47 10.00  6.55 271 1022.4  12.2  11.6 999.0 99.0 99.00
2020 08 08 14 20 292  1.5  2.0  1.54  9.09  6.82 277 1022.6  12.2  11.6 999.0 99.0 99.00
2020 08 08 14 50 232  1.2  1.7  1.40  9.09  6.87 269 1022.8  12.0  11.5 999.0 99.0 99.00
2020 08 08 15 20 214  1.9  2.5  1.48  8.33  6.78 275 1022.9  11.6  11.5 999.0 99.0 99.00
2020 08 08 15 50 208  2.6  3.2  1.76  9.09  7.62 274 1023.0  11.5  11.3 999.0 99.0 99.00
2020 08 08 16 20 195  2.1  2.7  1.54  9.09  7.31 265 1023.0  11.7  11.3 999.0 99.0 99.00
2020 08 08 16 50 197  1.5  2.2  1.51  8.33  7.28 265 1023.4  12.2  11.3 999.0 99.0 99.00
2020 08 08 17 20 193  2.8  3.1  1.63  9.09  7.53 275 1023.5  12.1  11.5 999.0 99.0 99.00
2020 08 08 17 50 204  2.9  3.7  1.58  8.33  7.71 272 1023.7  12.3  11.5 999.0 99.0 99.00
2020 08 08 18 20 197  2.6  3.2  1.71  8.33  7.47 273 1023.8  12.4  11.5 999.0 99.0 99.00
2020 08 08 18 50 230  1.5  2.2  1.60  9.09  7.42 271 1024.0  12.7  11.6 999.0 99.0 99.00
2020 08 08 19 20 203  0.7  1.4  1.56  8.33  7.33 274 1023.8  13.3  11.5 999.0 99.0 99.00
2020 08 08 19 50 199  1.5  2.1  1.82  8.33  7.25 279 1023.7  12.9  11.5 999.0 99.0 99.00
2020 08 08 20 20 233  1.8  2.7  1.58  7.69  7.02 279 1023.9  13.1  11.7 999.0 99.0 99.00
2020 08 08 20 50 287  1.2  1.9  1.52  8.33  6.72 274 1024.1  13.5  11.8 999.0 99.0 99.00
2020 08 08 21 20 259  1.1  1.7  1.63  8.33  6.81 273 1024.2  13.2  12.0 999.0 99.0 99.00
2020 08 08 21 50 281  1.9  2.9  1.61  8.33  6.40 277 1024.2  13.1  12.2 999.0 99.0 99.00
2020 08 08 22 20 243  1.0  1.7  1.62  7.69  6.38 271 1024.1  13.0  12.3 999.0 99.0 99.00
2020 08 08 22 50 256  3.1  4.5  1.51  7.69  5.90 278 1024.2  13.0  12.4 999.0 99.0 99.00
2020 08 08 23 20 247  1.3  1.7  1.66  8.33  6.14 288 1024.1  13.0  12.4 999.0 99.0 99.00
2020 08 08 23 50 223  3.3  3.8  1.61  9.09  6.09 290 1023.9  13.2  12.4 999.0 99.0 99.00
2020 08 09 00 20 226  3.5  3.9  1.55  8.33  5.91 286 1023.8  13.3  12.6 999.0 99.0 99.00
2020 08 09 00 50 236  3.5  3.9  1.64  7.69  6.14 279 1023.6  13.7  12.6 999.0 99.0 99.00
2020 08 09 01 20 241  3.3  4.4  1.59  8.33  6.08 284 1023.6  13.8  12.6 999.0 99.0 99.00
2020 08 09 01 50 247  2.7  3.3  1.47  8.33  6.38 286 1023.6  13.8  12.4 999.0 99.0 99.00
2020 08 09 02 20 259  2.3  3.1  1.54  8.33  6.46 275 1023.5  13.7  12.3 999.0 99.0 99.00
2020 08 09 02 50 283  0.7  1.8  1.51  8.33  6.30 276 1023.5  13.9  12.5 999.0 99.0 99.00
2020 08 09 03 20 239  1.1  2.1  1.63  9.09  6.56 280 1023.5  13.5  12.6 999.0 99.0 99.00
2020 08 09 03 50 219  1.0  2.4  1.70  8.33  6.20 275 1023.7  13.4  12.6 999.0 99.0 99.00
2020 08 09 04 20 245  1.9  2.8  1.94  9.09  6.67 272 1023.8  13.5  12.5 999.0 99.0 99.00
2020 08 09 04 50 208  2.9  3.5  2.00 10.00  6.88 272 1024.0  13.1  12.4 999.0 99.0 99.00
2020 08 09 05 20 207  2.4  3.0  1.86  9.09  6.79 272 1024.0  13.1  12.3 999.0 99.0 99.00
2020 08 09 05 50 200  2.8  3.3  1.97  9.09  6.97 274 1024.0  12.9  12.2 999.0 99.0 99.00
2020 08 09 06 20 206  2.7  3.3  2.11  8.33  7.25 277 1024.1  12.9  12.1 999.0 99.0 99.00
2020 08 09 06 50 189  1.6  2.3  1.88  9.09  6.89 265 1024.2  12.7  11.9 999.0 99.0 99.00
2020 08 09 07 20 157  2.3  2.8  1.98  9.09  7.04 267 1024.2  12.5  11.9 999.0 99.0 99.00
2020 08 09 07 50 164  3.7  4.3  1.99  8.33  7.11 263 1024.3  12.4  11.7 999.0 99.0 99.00
2020 08 09 08 20 161  3.8  4.3  2.01  8.33  6.98 275 1024.2  12.3  11.6 999.0 99.0 99.00
2020 08 09 08 50 161  4.3  4.9  2.17  8.33  7.23 262 1024.0  12.6  11.6 999.0 99.0 99.00
2020 08 09 09 20 144  2.4  3.5  2.18  6.67  7.00 269 1024.0  12.3  11.5 999.0 99.0 99.00
2020 08 09 09 50  81  3.1  4.2  2.16  9.09  7.18 276 1024.1  11.8  11.4 999.0 99.0 99.00
2020 08 09 10 20  93  1.6  2.8  2.23 10.00  7.34 263 1024.3  11.7  11.5 999.0 99.0 99.00
2020 08 09 10 50  66  0.4  1.4  1.98  9.09  7.04 266 1024.6  11.5  11.5 999.0 99.0 99.00
2020 08 09 11 20   6  0.8  2.1  2.21 10.00  7.35 263 1024.5  11.5  11.4 999.0 99.0 99.00
2020 08 09 11 50  42  1.6  2.7  2.46  9.09  7.40 287 1024.5  11.5  11.3 999.0 99.0 99.00
2020 08 09 12 20  61  0.9  2.2  2.39  9.09  7.23 283 1024.8  11.6  11.3 999.0 99.0 99.00
2020 08 09 12 50  61  0.8  1.4  2.23  9.09  7.20 282 1024.9  11.4  11.4 999.0 99.0 99.00
2020 08 09 13 20 137  0.8  1.8  2.19 10.81  7.15 301 1025.0  11.7  11.5 999.0 99.0 99.00
2020 08 09 13 50  99  0.3  1.1  2.35 11.43  7.34 282 1025.3  11.4  11.5 999.0 99.0 99.00
2020 08 09 14 20 314  0.3  1.1  2.21 12.12  7.27 287 1025.7  11.7  11.5 999.0 99.0 99.00
2020 08 09 14 50 167  0.1  0.6  2.18  8.33  7.02 287 1025.7  12.0  11.5 999.0 99.0 99.00
2020 08 09 15 20 106  0.4  1.3  2.20 11.43  7.20 297 1026.0  12.3  11.5 999.0 99.0 99.00
2020 08 09 15 50  92  0.6  1.4  2.12 12.12  7.47 280 1026.2  12.3  11.5 999.0 99.0 99.00
2020 08 09 16 20  87  0.9  1.7  2.08  7.14  7.20 280 1026.3  12.1  11.6 999.0 99.0 99.00
2020 08 09 16 50 109  1.3  2.3  2.22 10.81  7.74 289 1026.3  12.0  11.7 999.0 99.0 99.00
2020 08 09 17 20  71  0.3  1.1  2.26 10.81  8.02 289 1026.5  12.2  11.9 999.0 99.0 99.00
2020 08 09 17 50  44  1.1  2.0  2.24 10.81  8.06 290 1026.5  11.8  12.0 999.0 99.0 99.00
2020 08 09 18 20  35  0.8  1.9  2.14 12.12  8.02 289 1026.5  11.8  12.3 999.0 99.0 99.00
2020 08 09 18 50 332  0.5  1.2  2.41 11.43  8.45 282 1026.7  12.3  12.5 999.0 99.0 99.00
2020 08 09 19 20 354  1.6  2.3  2.22 12.12  8.14 286 1026.7  12.4  12.7 999.0 99.0 99.00
2020 08 09 19 50 339  1.7  2.4  2.23 10.81  7.98 288 1026.7  12.7  12.6 999.0 99.0 99.00
2020 08 09 20 20 311  2.1  2.8  2.47 11.43  8.45 280 1026.5  12.9  12.7 999.0 99.0 99.00
2020 08 09 20 50 301  3.0  4.2  2.20 12.12  8.26 280 1026.4  12.8  12.7 999.0 99.0 99.00
2020 08 09 21 20 310  3.8  4.9  2.26 10.81  7.93 291 1026.2  12.7  12.6 999.0 99.0 99.00
2020 08 09 21 50 306  5.5  6.7  2.26 10.81  7.87 281 1026.1  11.8  12.7 999.0 99.0 99.00
2020 08 09 22 20 314  5.2  6.9  2.20 11.43  7.81 300 1026.1  11.5  12.6 999.0 99.0 99.00
2020 08 09 22 50 311  3.5  4.4  2.12 12.12  7.30 282 1025.9  11.8  12.5 999.0 99.0 99.00
2020 08 09 23 20 309  2.4  3.3  2.17 10.81  7.46 289 1025.6  12.4  12.5 999.0 99.0 99.00
2020 08 09 23 50 245  0.6  1.4  1.99 10.81  7.35 285 1025.5  12.9  12.4 999.0 99.0 99.00
2020 08 10 00 20 239  2.4  3.1  2.11 10.81  7.59 280 1025.3  12.7  12.4 999.0 99.0 99.00
2020 08 10 00 50 267  2.5  3.8  2.06 12.12  7.31 279 1025.1  12.8  12.5 999.0 99.0 99.00
2020 08 10 01 20 228  2.0  2.7  1.87 12.12  7.12 282 1024.8  13.1  12.5 999.0 99.0 99.00
2020 08 10 01 50 258  2.7  3.5  1.78 11.43  7.31 280 1024.6  13.6  12.5 999.0 99.0 99.00
2020 08 10 02 20 268  2.0  3.1  1.85 10.00  7.54 286 1024.6  13.9  12.4 999.0 99.0 99.00
2020 08 10 02 50 291  1.6  2.7  1.73 12.12  7.23 280 1024.5  14.0  12.6 999.0 99.0 99.00
2020 08 10 03 20 286  2.1  3.7  1.73 11.43  7.26 285 1024.5  13.9  12.6 999.0 99.0 99.00
2020 08 10 03 50 216  0.2  1.0  1.83 11.43  7.35 278 1024.3  13.7  12.5 999.0 99.0 99.00
2020 08 10 04 20 191  1.5  2.2  1.72 11.43  7.08 284 1024.5  13.5  12.5 999.0 99.0 99.00
2020 08 10 04 50 194  1.8  2.8  1.74 11.43  7.15 280 1024.4  13.6  12.5 999.0 99.0 99.00
2020 08 10 05 20 247  2.5  3.8  1.77 11.43  7.42 264 1024.2  13.7  12.5 999.0 99.0 99.00
2020 08 10 05 50 244  3.1  3.7  1.61 12.12  7.64 273 1024.1  13.0  12.4 999.0 99.0 99.00
2020 08 10 06 20 224  2.4  2.9  1.56 10.81  7.51 273 1024.0  12.7  12.3 999.0 99.0 99.00
2020 08 10 06 50 211  2.1  2.5  1.77 12.12  7.98 268 1023.8  12.8  12.2 999.0 99.0 99.00
2020 08 10 07 20 233  2.1  3.2  1.60 11.43  7.89 266 1023.5  13.0  12.0 999.0 99.0 99.00
2020 08 10 07 50 245  2.9  3.8  1.60 11.43  7.88 272 1023.3  13.1  12.0 999.0 99.0 99.00
2020 08 10 08 20 261  3.3  4.3  1.46 11.43  7.77 274 1023.0  12.9  11.9 999.0 99.0 99.00
2020 08 10 08 50 257  3.2  4.1  1.67 11.43  8.14 265 1022.8  12.6  11.8 999.0 99.0 99.00
2020 08 10 09 20 248  2.9  4.4  1.54 10.81  7.61 266 1022.5  12.7  11.9 999.0 99.0 99.00
2020 08 10 09 50 250  2.5  3.3  1.58 10.81  7.72 270 1022.3  12.6  12.2 999.0 99.0 99.00
2020 08 10 10 20 235  2.6  3.9  1.54 11.43  7.41 257 1022.2  12.7  12.2 999.0 99.0 99.00
2020 08 10 10 50 225  3.9  4.6  1.55 10.81  7.61 272 1021.9  12.8  12.2 999.0 99.0 99.00
2020 08 10 11 20 219  4.3  5.0  1.58 11.43  7.62 273 1021.6  12.9  12.3 999.0 99.0 99.00
2020 08 10 11 50 244  3.8  4.6  1.44 10.81  7.24 280 1021.4  13.0  12.2 999.0 99.0 99.00
2020 08 10 12 20 263  3.5  4.8  1.55 10.81  7.52 270 1021.5  12.9  12.1 999.0 99.0 99.00
2020 08 10 12 50 254  4.1  4.7  1.51 10.00  7.27 277 1021.2  12.6  12.1 999.0 99.0 99.00
2020 08 10 13 20 248  2.9  3.8  1.54 10.00  7.08 276 1021.1  12.6  12.1 999.0 99.0 99.00
2020 08 10 13 50 228  2.3  3.2  1.47 10.00  6.72 283 1021.1  12.5  12.1 999.0 99.0 99.00
2020 08 10 14 20 225  2.4  3.2  1.50  9.09  6.57 285 1021.2  12.5  12.0 999.0 99.0 99.00
2020 08 10 14 50 198  1.6  2.0  1.44 10.81  6.71 283 1021.3  12.3  12.0 999.0 99.0 99.00
2020 08 10 15 20 163  1.3  1.8  1.44 10.81  6.37 285 1021.3  12.1  12.0 999.0 99.0 99.00
2020 08 10 15 50 176  1.9  2.5  1.47 10.81  7.09 285 1021.2  12.1  12.0 999.0 99.0 99.00
2020 08 10 16 20 162  2.0  2.5  1.34 11.43  6.63 295 1021.2  12.2  12.0 999.0 99.0 99.00
2020 08 10 16 50 178  2.0  2.9  1.42 10.81  6.74 279 1021.2  12.3  12.1 999.0 99.0 99.00
2020 08 10 17 20 173  3.2  4.3  1.55 10.00  6.71 286 1020.6  12.6  12.2 999.0 99.0 99.00
2020 08 10 17 50 192  2.9  4.0  1.41 10.81  6.59 277 1020.7  12.5  12.3 999.0 99.0 99.00
2020 08 10 18 20 172  3.3  4.0  1.47 11.43  6.65 299 1020.5  12.6  12.3 999.0 99.0 99.00
2020 08 10 18 50 204  4.3  5.2  1.48 10.00  6.79 283 1020.5  12.8  12.3 999.0 99.0 99.00
2020 08 10 19 20 195  3.6  4.3  1.66 10.00  6.86 283 1020.3  12.6  12.3 999.0 99.0 99.00
2020 08 10 19 50 211  3.1  3.6  1.75 10.81  7.01 298 1020.1  12.7  12.3 999.0 99.0 99.00
2020 08 10 20 20 215  2.7  3.3  1.81 10.81  7.18 284 1019.9  12.7  12.4 999.0 99.0 99.00
2020 08 10 20 50 248  3.2  4.1  1.83  7.14  7.21 279 1019.8  12.7  12.6 999.0 99.0 99.00
2020 08 10 21 20 242  1.7  2.8  2.01 12.12  7.20 287 1019.5  12.8  12.6 999.0 99.0 99.00
2020 08 10 21 50 240  2.5  3.5  2.01 11.43  7.15 295 1019.3  12.6  12.7 999.0 99.0 99.00
2020 08 10 22 20 250  2.9  4.1  2.25 10.81  7.45 282 1019.3  12.5  12.5 999.0 99.0 99.00
2020 08 10 22 50 250  4.8  6.0  2.79 10.81  7.64 276 1018.8  12.2  12.3 999.0 99.0 99.00
2020 08 10 23 20 258  3.4  4.6  2.67 10.81  7.78 286 1018.5  11.9  12.2 999.0 99.0 99.00
2020 08 10 23 50 267  2.1  3.6  2.87 11.43  7.96 282 1018.1  11.7  12.1 999.0 99.0 99.00
2020 08 11 00 20 286  1.4  2.8  2.76 11.43  7.82 282 1017.9  11.8  12.1 999.0 99.0 99.00
2020 08 11 00 50 224  3.5  4.4  2.85 11.43  8.05 271 1017.6  12.5  12.3 999.0 99.0 99.00
2020 08 11 01 20 218  3.9  4.3  2.60 12.12  7.80 283 1017.3  12.9  12.3 999.0 99.0 99.00
2020 08 11 01 50 217  4.2  4.9  2.65 11.43  7.65 277 1017.0  13.1  12.3 999.0 99.0 99.00
2020 08 11 02 20 218  4.4  5.5  2.70 11.43  7.65 291 1016.8  13.2  12.2 999.0 99.0 99.00
2020 08 11 02 50 225  4.1  4.9  2.57 10.81  7.51 284 1016.6  13.1  12.3 999.0 99.0 99.00
2020 08 11 03 20 223  3.7  4.4  2.45 10.00  7.51 282 1016.5  13.1  12.3 999.0 99.0 99.00
2020 08 11 03 50 223  3.7  4.5  2.56 10.81  7.91 273 1016.3  13.0  12.3 999.0 99.0 99.00
2020 08 11 04 20 219  3.4  4.1  2.52 10.00  7.72 276 1016.2  13.0  12.3 999.0 99.0 99.00
2020 08 11 04 50 212  3.0  3.6  2.76 11.43  7.85 269 1016.2  12.9  12.3 999.0 99.0 99.00
2020 08 11 05 20 184  3.4  4.2  2.69 11.43  8.08 281 1016.0  12.5  12.3 999.0 99.0 99.00
2020 08 11 05 50 192  4.0  4.9  2.59 11.43  7.87 269 1015.9  12.6  12.3 999.0 99.0 99.00
2020 08 11 06 20 192  4.0  5.2  2.77 10.81  8.17 265 1015.7  12.7  12.3 999.0 99.0 99.00
2020 08 11 06 50 181  5.0  5.9  2.73 11.43  8.09 261 1015.4  12.7  12.3 999.0 99.0 99.00
2020 08 11 07 20 181  5.5  7.0  2.60 12.90  8.05 253 1015.4  12.8  12.3 999.0 99.0 99.00
2020 08 11 07 50 179  5.0  6.0  2.45 12.12  7.95 264 1015.3  12.8  12.2 999.0 99.0 99.00
2020 08 11 08 20 178  5.0  6.1  3.19 10.00  8.76 268 1015.2  12.9  12.2 999.0 99.0 99.00
2020 08 11 08 50 176  5.2  6.4  2.99 12.12  8.60 253 1015.0  12.9  12.1 999.0 99.0 99.00
2020 08 11 09 20 179  4.7  5.6  2.75 11.43  8.31 269 1014.8  13.0  12.0 999.0 99.0 99.00
